hsk5級,打招呼,da3 zhao1 hu5,出迎え
hsk5級,大方,da4 fang1,寛容な
hsk5級,大象,da4 xiang4,象
hsk5級,大型,da4 xing2,大規模
hsk5級,呆,dai1,滞在
hsk5級,贷款,dai4 kuan3,クレジット
hsk5級,待遇,dai4 yu4,治療
hsk5級,单纯,dan1 chun2,シンプル
hsk5級,单调,dan1 diao4,単調な
hsk5級,单独,dan1 du2,一人で
hsk5級,单位,dan1 wei4,ユニット
hsk5級,单元,dan1 yuan2,ユニット
hsk5級,担任,dan1 ren4,添え
hsk5級,耽误,dan1 wu5,遅延
hsk5級,胆小鬼,dan3 xiao3 gui3,腰抜け
hsk5級,淡,dan4,ライト
hsk5級,当代,dang1 dai4,現在
hsk5級,挡,dang3,ブロック
hsk5級,岛,dao3,島
hsk5級,倒霉,dao3 mei2,不運を持ってい
hsk5級,导演,dao3 yan3,ディレクター
hsk5級,导致,dao3 zhi4,原因
hsk5級,倒,dao4,注ぎ
hsk5級,到达,dao4 da2,到着
hsk5級,道德,dao4 de2,倫理
hsk5級,道理,dao4 li3,理由
hsk5級,登机牌,deng1 ji1 pai2,搭乗券
hsk5級,登记,deng1 ji4,登録
hsk5級,等待,deng3 dai4,待って
hsk5級,等候,deng3 hou4,待機中
hsk5級,等于,deng3 yu2,等しい
hsk5級,滴,di1,ドロップ
hsk5級,的确,di2 que4,全く
hsk5級,敌人,di2 ren2,敵
hsk5級,递,di4,パス
hsk5級,地道,di4 dao5,トンネル
hsk5級,地理,di4 li3,地理
hsk5級,地区,di4 qu1,地域
hsk5級,地毯,di4 tan3,カーペット
hsk5級,地位,di4 wei4,ステータス
hsk5級,地震,di4 zhen4,地震
hsk5級,点头,dian3 tou2,うなずき
hsk5級,点心,dian3 xin5,デザート
hsk5級,电池,dian4 chi2,バッテリー
hsk5級,电台,dian4 tai2,放送局
hsk5級,钓,diao4,魚
hsk5級,丁,ding1,チーン
hsk5級,顶,ding3,トップ
hsk5級,冻,dong4,フリーズ
hsk5級,洞,dong4,洞窟
hsk5級,动画片,dong4 hua4 pian1,漫画
hsk5級,逗,dou4,いじめ
hsk5級,豆腐,dou4 fu5,豆腐
hsk5級,独立,du2 li4,独立の
hsk5級,独特,du2 te4,ユニーク
hsk5級,度过,du4 guo4,スルー
hsk5級,短信,duan3 xin4,SMS
hsk5級,堆,dui1,ヒープ
hsk5級,对比,dui4 bi3,コントラスト
hsk5級,对待,dui4 dai4,扱い
hsk5級,对方,dui4 fang1,反対側
hsk5級,对手,dui4 shou3,ライバル
hsk5級,对象,dui4 xiang4,オブジェクト
hsk5級,对于,dui4 yu2,以下のために
hsk5級,吨,dun1,T
hsk5級,蹲,dun1,下座
hsk5級,多亏,duo1 kui1,感謝
hsk5級,多余,duo1 yu2,黒字
hsk5級,躲藏,duo3 cang2,隠し
hsk5級,恶劣,e4 lie4,悪い
hsk5級,发表,fa1 biao3,出版し
hsk5級,发愁,fa1 chou2,心配
hsk5級,发达,fa1 da2,開発
hsk5級,发抖,fa1 dou3,動揺
hsk5級,发挥,fa1 hui1,及ぼし
hsk5級,发明,fa1 ming2,発明
hsk5級,发票,fa1 piao4,インボイス
hsk5級,发言,fa1 yan2,スピーチ
hsk5級,罚款,fa2 kuan3,罰金
hsk5級,法院,fa3 yuan4,裁判所
hsk5級,翻,fan1,ターン
hsk5級,繁荣,fan2 rong2,繁栄
hsk5級,凡是,fan2 shi4,全て
hsk5級,反而,fan3 er2,それどころか
hsk5級,反复,fan3 fu4,繰り返し
hsk5級,反应,fan3 ying4,反応
hsk5級,反正,fan3 zheng4,とにかく、
hsk5級,方,fang1,広場
hsk5級,方案,fang1 an4,スキーム
hsk5級,方式,fang1 shi4,道
hsk5級,妨碍,fang2 ai4,阻み
hsk5級,房东,fang2 dong1,家主
hsk5級,仿佛,fang3 fu2,かのように
hsk5級,放松,fang4 song1,リラックス
hsk5級,非,fei1,非
hsk5級,肥皂,fei2 zao4,石鹸
hsk5級,肺,fei4,肺
hsk5級,废话,fei4 hua4,無意味
hsk5級,费用,fei4 yong4,料金
hsk5級,分别,fen1 bie2,各々
hsk5級,分布,fen1 bu4,分散
hsk5級,分配,fen1 pei4,割り当て
hsk5級,分析,fen1 xi1,分析
hsk5級,纷纷,fen1 fen1,続々
hsk5級,奋斗,fen4 dou4,闘い
hsk5級,愤怒,fen4 nu4,怒り
hsk5級,风格,feng1 ge2,スタイル
hsk5級,风俗,feng1 su2,カスタム
hsk5級,风险,feng1 xian3,リスク
hsk5級,疯狂,feng1 kuang2,狂気
hsk5級,讽刺,feng3 ci4,風刺
hsk5級,否定,fou3 ding4,負
hsk5級,否认,fou3 ren4,否定し
hsk5級,扶,fu2,助け
hsk5級,幅,fu2,幅
hsk5級,服从,fu2 cong2,従順
hsk5級,服装,fu2 zhuang1,衣類
hsk5級,辅导,fu3 dao3,コーチ
hsk5級,付款,fu4 kuan3,支払い
hsk5級,妇女,fu4 nv3,女子
hsk5級,复制,fu4 zhi4,コピー
hsk5級,改革,gai3 ge2,改革
hsk5級,改进,gai3 jin4,改善し
hsk5級,改善,gai3 shan4,改善し
hsk5級,改正,gai3 zheng4,補正
hsk5級,盖,gai4,カバー
hsk5級,概括,gai4 kuo4,一般的な
hsk5級,概念,gai4 nian4,コンセプト
hsk5級,干脆,gan1 cui4,全く
hsk5級,感激,gan3 ji1,感謝
hsk5級,感受,gan3 shou4,気持ち
hsk5級,感想,gan3 xiang3,印象
hsk5級,赶紧,gan3 jin3,急いで
hsk5級,赶快,gan3 kuai4,すばやく
hsk5級,干活儿,gan4 huo2 r5,働く子ども
hsk5級,钢铁,gang1 tie3,鉄鋼
hsk5級,高档,gao1 dang4,ハイグレード
hsk5級,高速公路,gao1 su4 gong1 lu4,高速道路
hsk5級,搞,gao3,やり
hsk5級,告别,gao4 bie2,別れ
hsk5級,胳膊,ge1 bo5,アーム
hsk5級,鸽子,ge1 zi5,鳩
hsk5級,隔壁,ge2 bi4,隣
hsk5級,革命,ge2 ming4,革命
hsk5級,格外,ge2 wai4,特に
hsk5級,个别,ge4 bie2,個々
hsk5級,个人,ge4 ren2,個人的な
hsk5級,个性,ge4 xing4,個性
hsk5級,各自,ge4 zi5,各
hsk5級,根,gen1,ルート
hsk5級,根本,gen1 ben3,基本的な
hsk5級,更加,geng4 jia1,もっと
hsk5級,公布,gong1 bu4,アナウンス
hsk5級,公开,gong1 kai1,公衆
hsk5級,公平,gong1 ping2,公正な
hsk5級,公寓,gong1 yu4,アパート
hsk5級,公元,gong1 yuan2,西暦
hsk5級,公主,gong1 zhu3,王女
hsk5級,工厂,gong1 chang3,工場
hsk5級,工程师,gong1 cheng2 shi1,エンジニア
hsk5級,工人,gong1 ren2,労働者
hsk5級,工业,gong1 ye4,業界
hsk5級,功夫,gong1 fu5,努力
hsk5級,功能,gong1 neng2,機能
hsk5級,贡献,gong4 xian4,貢献
hsk5級,沟通,gou1 tong1,通信
hsk5級,构成,gou4 cheng2,構造
hsk5級,姑姑,gu1 gu5,叔母
hsk5級,姑娘,gu1 niang5,女の子
hsk5級,古代,gu3 dai4,古
hsk5級,古典,gu3 dian3,クラシカル
hsk5級,古老,gu3 lao3,古い
hsk5級,鼓舞,gu3 wu3,霊感
hsk5級,股票,gu3 piao4,株式
hsk5級,骨头,gu3 tou5,骨
hsk5級,固定,gu4 ding4,一定
hsk5級,固体,gu4 ti3,固体
hsk5級,雇佣,gu4 yong1,雇い
hsk5級,挂号,gua4 hao4,登録
hsk5級,乖,guai1,良い
hsk5級,拐弯,guai3 wan1,危機を脱し
hsk5級,怪不得,guai4 bu5 de5,不思議ではありません
hsk5級,官,guan1,役員
hsk5級,关闭,guan1 bi4,近い
hsk5級,关怀,guan1 huai2,ケア
hsk5級,观察,guan1 cha2,ウォッチ
hsk5級,观点,guan1 dian3,ビュー
hsk5級,观念,guan1 nian4,考え
hsk5級,管子,guan3 zi3,チューブ
hsk5級,冠军,guan4 jun1,優勝
hsk5級,罐头,guan4 tou5,缶詰食品
hsk5級,光滑,guang1 hua5,スムース
hsk5級,光临,guang1 lin2,プレゼンス
hsk5級,光明,guang1 ming2,明るい
hsk5級,光盘,guang1 pan2,CD
hsk5級,光荣,guang1 rong2,栄光
hsk5級,广场,guang3 chang3,広場
hsk5級,广大,guang3 da4,莫大
hsk5級,广泛,guang3 fan4,広く
hsk5級,规矩,gui1 ju5,ルール
hsk5級,规律,gui1 lv4,法則
hsk5級,规模,gui1 mo2,スケール
hsk5級,规则,gui1 ze2,ルール
hsk5級,柜台,gui4 tai2,カウンター
hsk5級,滚,gun3,ロール
hsk5級,锅,guo1,ポット
hsk5級,国籍,guo2 ji2,国籍
hsk5級,国庆节,Guo2 qing4 jie2,ナショナルデー
hsk5級,果实,guo3 shi2,フルーツ
hsk5級,过分,guo4 fen4,過度
hsk5級,过敏,guo4 min3,アレルギー
hsk5級,过期,guo4 qi1,期限切れ
hsk5級,哈,ha1,ハ
hsk5級,海关,hai3 guan1,税関
hsk5級,海鲜,hai3 xian1,シーフード
hsk5級,喊,han3,叫び
hsk5級,行业,hang2 ye4,業界
hsk5級,豪华,hao2 hua2,贅沢
hsk5級,好奇,hao4 qi2,奇妙
hsk5級,和平,he2 ping2,平和
hsk5級,何必,he2 bi4,何故
hsk5級,何况,he2 kuang4,また、
hsk5級,合法,he2 fa3,正当
hsk5級,合理,he2 li3,合理的
hsk5級,合同,he2 tong5,契約
hsk5級,合影,he2 ying3,グループ写真
hsk5級,合作,he2 zuo4,連携
hsk5級,核心,he2 xin1,コア
hsk5級,恨,hen4,嫌い
hsk5級,横,heng2,横の
hsk5級,后果,hou4 guo3,余波
hsk5級,忽视,hu1 shi4,ネグレクト
hsk5級,呼吸,hu1 xi1,ブリージング
hsk5級,壶,hu2,ポット
hsk5級,蝴蝶,hu2 die2,蝶
hsk5級,胡说,hu2 shuo1,無意味
hsk5級,胡同,hu2 tong4,路地
hsk5級,胡须,hu2 xu1,髭
hsk5級,糊涂,hu2 tu5,ばかげました
hsk5級,花生,hua1 sheng1,ピーナツ
hsk5級,滑冰,hua2 bing1,スケート
hsk5級,划船,hua2 chuan2,ローイング
hsk5級,华裔,hua2 yi4,華人
hsk5級,话题,hua4 ti2,トピック
hsk5級,化学,hua4 xue2,ケミストリー
hsk5級,怀念,huai2 nian4,憧れ
hsk5級,缓解,huan3 jie3,楽
hsk5級,幻想,huan4 xiang3,ファンタジー
hsk5級,慌张,huang1 zhang1,パニック
hsk5級,黄瓜,huang2 gua1,胡瓜
hsk5級,黄金,huang2 jin1,ゴールド
hsk5級,皇帝,huang2 di4,皇帝
hsk5級,皇后,huang2 hou4,皇后
hsk5級,挥,hui1,コマンド
hsk5級,灰,hui1,グレー
hsk5級,灰尘,hui1 chen2,ほこり
hsk5級,灰心,hui1 xin1,落胆
hsk5級,恢复,hui1 fu4,回復
hsk5級,汇率,hui4 lv4,為替相場
hsk5級,婚礼,hun1 li3,結婚式
hsk5級,婚姻,hun1 yin1,結婚
hsk5級,活跃,huo2 yue4,アクティブ
hsk5級,火柴,huo3 chai2,マッチ
hsk5級,伙伴,huo3 ban4,パートナー
hsk5級,基本,ji1 ben3,基本的な
hsk5級,机器,ji1 qi4,機械
hsk5級,激烈,ji1 lie4,激しい
hsk5級,肌肉,ji1 rou4,筋肉
hsk5級,及格,ji2 ge2,パッシング
hsk5級,急忙,ji2 mang2,急いで
hsk5級,集体,ji2 ti3,集合的な
hsk5級,集中,ji2 zhong1,フォーカス
hsk5級,记录,ji4 lu4,記録
hsk5級,记忆,ji4 yi4,メモリ
hsk5級,计算,ji4 suan4,計算
hsk5級,系领带,ji4 ling3 dai4,タイ
hsk5級,纪录,ji4 lu4,記録
hsk5級,纪律,ji4 lv4,懲戒
hsk5級,纪念,ji4 nian4,記念
hsk5級,寂寞,ji4 mo4,寂しい
hsk5級,家庭,jia1 ting2,家族
hsk5級,家务,jia1 wu4,家事
hsk5級,家乡,jia1 xiang1,故郷
hsk5級,嘉宾,jia1 bin1,ゲスト
hsk5級,夹子,jia1 zi5,クリップ
hsk5級,甲,jia3,鎧
hsk5級,假如,jia3 ru2,もし
hsk5級,假装,jia3 zhuang1,偽り
hsk5級,嫁,jia4,結婚し
hsk5級,价值,jia4 zhi2,値
hsk5級,驾驶,jia4 shi3,ドライブ
hsk5級,煎,jian1,炒め
hsk5級,肩膀,jian1 bang3,肩
hsk5級,坚决,jian1 jue2,ファーム
hsk5級,坚强,jian1 qiang2,強い
hsk5級,艰巨,jian1 ju4,難しい
hsk5級,艰苦,jian1 ku3,タフ
hsk5級,尖锐,jian1 rui4,シャープ
hsk5級,捡,jian3,拾い
hsk5級,简历,jian3 li4,履歴書
hsk5級,简直,jian3 zhi2,ただ
hsk5級,剪刀,jian3 dao1,はさみ
hsk5級,健身房,jian4 shen1 fang2,ジム
hsk5級,建立,jian4 li4,定め
hsk5級,建设,jian4 she4,建設
hsk5級,建议,jian4 yi4,提案
hsk5級,建筑,jian4 zhu4,建物
hsk5級,键盘,jian4 pan2,キーボード
hsk5級,讲究,jiang3 jiu5,絶妙な
hsk5級,讲座,jiang3 zuo4,講義
hsk5級,降落,jiang4 luo4,着陸
hsk5級,酱油,jiang4 you2,醤油
hsk5級,浇,jiao1,注ぎ
hsk5級,交换,jiao1 huan4,為替
hsk5級,交际,jiao1 ji4,通信
hsk5級,郊区,jiao1 qu1,近郊
hsk5級,胶水,jiao1 shui3,のり
hsk5級,角度,jiao3 du4,角度
hsk5級,狡猾,jiao3 hua2,悪賢い
hsk5級,教材,jiao4 cai2,教材
hsk5級,教练,jiao4 lian4,コーチ
hsk5級,教训,jiao4 xun5,レッスン
hsk5級,接触,jie1 chu4,触り
hsk5級,接待,jie1 dai4,レセプション
hsk5級,接近,jie1 jin4,接近
hsk5級,接着,jie1 zhe5,それから
hsk5級,阶段,jie1 duan4,相
hsk5級,结实,jie1 shi5,強い
hsk5級,节,jie2,祭り
hsk5級,节省,jie2 sheng3,保存
hsk5級,结构,jie2 gou4,構造
hsk5級,结合,jie2 he2,コンバイン
hsk5級,结论,jie2 lun4,結論
hsk5級,结账,jie2 zhang4,チェックアウト
hsk5級,解放,jie3 fang4,解放
hsk5級,解说员,jie3 shuo1 yuan2,ナレーター
hsk5級,届,jie4,目
hsk5級,借口,jie4 kou3,言い訳
hsk5級,戒烟,jie4 yan1,喫煙をやめ
hsk5級,戒指,jie4 zhi5,リング
hsk5級,金属,jin1 shu3,金属
hsk5級,紧,jin3,タイト
hsk5級,紧急,jin3 ji2,緊急
hsk5級,谨慎,jin3 shen4,慎重
hsk5級,进步,jin4 bu4,進捗
hsk5級,进口,jin4 kou3,インポート
hsk5級,近代,jin4 dai4,近代的
hsk5級,尽力,jin4 li4,試し
hsk5級,尽量,jin4 liang4,限り
hsk5級,精力,jing1 li4,エネルギー
hsk5級,经典,jing1 dian3,クラシカル
hsk5級,经营,jing1 ying2,ラン
hsk5級,景色,jing3 se4,景色
hsk5級,敬爱,jing4 ai4,尊敬と愛
hsk5級,酒吧,jiu3 ba1,バー
hsk5級,救,jiu4,保存
hsk5級,救护车,jiu4 hu4 che1,救急車
hsk5級,舅舅,jiu4 jiu5,叔父
hsk5級,居然,ju1 ran2,意外と
hsk5級,桔子,ju2 zi5,オレンジ
hsk5級,举,ju3,動き
hsk5級,具备,ju4 bei4,持ってい
hsk5級,具体,ju4 ti3,特定
hsk5級,巨大,ju4 da4,莫大
hsk5級,聚会,ju4 hui4,パーティー
hsk5級,俱乐部,ju4 le4 bu4,クラブ
hsk5級,据说,ju4 shuo1,それは言われてい
hsk5級,捐,juan1,寄付し
hsk5級,卷,juan3,ボリューム
hsk5級,决赛,jue2 sai4,決勝
hsk5級,决心,jue2 xin1,決意
hsk5級,绝对,jue2 dui4,全く
hsk5級,角色,jue2 se4,役割
hsk5級,军事,jun1 shi4,軍事的
hsk5級,均匀,jun1 yun2,制服
hsk5級,卡车,ka3 che1,トラック
hsk5級,开发,kai1 fa1,開発
hsk5級,开放,kai1 fang4,オープン
hsk5級,开幕式,kai1 mu4 shi4,オープニングセレモニー
hsk5級,开心,kai1 xin1,ハッピー
hsk5級,砍,kan3,カット
hsk5級,看不起,kan4 bu5 qi3,侮り
hsk5級,看来,kan4 lai5,それはそう
hsk5級,抗议,kang4 yi4,抗議
hsk5級,烤鸭,kao3 ya1,ローストダック
hsk5級,颗,ke1,スター
hsk5級,可见,ke3 jian4,目に見え
hsk5級,可靠,ke3 kao4,信頼性の高い
hsk5級,可怕,ke3 pa4,ひどい
hsk5級,课程,ke4 cheng2,コース
hsk5級,克,ke4,グラム
hsk5級,克服,ke4 fu2,打ち勝ち
hsk5級,刻苦,ke4 ku3,勉励な
hsk5級,客观,ke4 guan1,客観
hsk5級,客厅,ke4 ting1,パーラー
hsk5級,空间,kong1 jian1,スペース
hsk5級,恐怖,kong3 bu4,テロ
hsk5級,空闲,kong4 xian2,遊休
hsk5級,控制,kong4 zhi4,コントロール
hsk5級,口味,kou3 wei4,味
hsk5級,夸,kua1,自慢
hsk5級,会计,kuai4 ji4,経理
hsk5級,矿泉水,kuang4 quan2 shui3,ミネラルウォーター
hsk5級,辣椒,la4 jiao1,チリ
hsk5級,蜡烛,la4 zhu2,キャンドル
hsk5級,来自,lai2 zi4,から来
hsk5級,拦,lan2,バー
hsk5級,烂,lan4,ロットン
hsk5級,狼,lang2,狼
hsk5級,劳动,lao2 dong4,労働
hsk5級,劳驾,lao2 jia4,失礼しました
hsk5級,老百姓,lao3 bai3 xing4,普通の人々
hsk5級,老板,lao3 ban3,ボス
hsk5級,老实,lao3 shi5,正直な
hsk5級,老鼠,lao3 shu3,マウス
hsk5級,姥姥,lao3 lao5,母方の祖母
hsk5級,乐观,le4 guan1,楽観的
hsk5級,雷,lei2,鉱山
hsk5級,类,lei4,カテゴリ
hsk5級,梨,li2,梨
hsk5級,离婚,li2 hun1,離婚
hsk5級,厘米,li2 mi3,センチ
hsk5級,礼拜天,li3 bai4 tian1,日曜日
hsk5級,理论,li3 lun4,理論
hsk5級,理由,li3 you2,理由
hsk5級,粒,li4,穀物
hsk5級,立方,li4 fang1,立方体
hsk5級,立即,li4 ji2,直ちに
hsk5級,立刻,li4 ke4,一度に
hsk5級,力量,li4 liang5,パワー
hsk5級,利润,li4 run4,利益
hsk5級,利息,li4 xi1,関心
hsk5級,利益,li4 yi4,関心
hsk5級,利用,li4 yong4,使用
hsk5級,连忙,lian2 mang2,一度に
hsk5級,连续剧,lian2 xu4 ju4,シリーズ
hsk5級,联合,lian2 he2,組合
hsk5級,恋爱,lian4 ai4,愛
hsk5級,良好,liang2 hao3,良い
hsk5級,粮食,liang2 shi5,食べ物
hsk5級,了不起,liao3 bu5 qi3,素晴らしい
hsk5級,临时,lin2 shi2,一時的
hsk5級,铃,ling2,ベル
hsk5級,零件,ling2 jian4,パーツ
hsk5級,零钱,ling2 qian2,変更
hsk5級,零食,ling2 shi2,スナック
hsk5級,灵活,ling2 huo2,柔軟
hsk5級,领导,ling3 dao3,リーダーシップ
hsk5級,领域,ling3 yu4,フィールド
hsk5級,流传,liu2 chuan2,スプレッド
hsk5級,浏览,liu2 lan3,ブラウズ
hsk5級,龙,long2,ドラゴン
hsk5級,漏,lou4,リーク
hsk5級,露,lu4,露
hsk5級,陆地,lu4 di4,土地
hsk5級,陆续,lu4 xu4,次々
hsk5級,录取,lu4 qu3,認め
hsk5級,录音,lu4 yin1,録音
hsk5級,轮流,lun2 liu2,替わり
hsk5級,论文,lun4 wen2,論文
hsk5級,逻辑,luo2 ji5,ロジック
hsk5級,落后,luo4 hou4,後ろ
hsk5級,骂,ma4,呪い
hsk5級,麦克风,mai4 ke4 feng1,マイクロフォン
hsk5級,馒头,man2 tou5,蒸しパン
hsk5級,满足,man3 zu2,会い
hsk5級,毛,mao2,髪
hsk5級,毛病,mao2 bing4,欠陥
hsk5級,矛盾,mao2 dun4,矛盾
hsk5級,冒险,mao4 xian3,冒険
hsk5級,贸易,mao4 yi4,トレード
hsk5級,眉毛,mei2 mao5,眉
hsk5級,煤炭,mei2 tan4,石炭
hsk5級,美术,mei3 shu4,アート
hsk5級,魅力,mei4 li4,魅力
hsk5級,迷路,mi2 lu4,迷子になり
hsk5級,谜语,mi2 yu3,謎
hsk5級,蜜蜂,mi4 feng1,蜂
hsk5級,密切,mi4 qie4,近い
hsk5級,秘密,mi4 mi4,秘密
hsk5級,秘书,mi4 shu1,秘書
hsk5級,棉花,mian2 hua5,コットン
hsk5級,面对,mian4 dui4,顔
hsk5級,面积,mian4 ji1,エリア
hsk5級,面临,mian4 lin2,に直面して
hsk5級,苗条,miao2 tiao2,スリム
hsk5級,描写,miao2 xie3,説明
hsk5級,秒,miao3,第2
hsk5級,民主,min2 zhu3,民主主義
hsk5級,明确,ming2 que4,明確な
hsk5級,明显,ming2 xian3,明確な
hsk5級,明信片,ming2 xin4 pian4,葉書
hsk5級,明星,ming2 xing1,スター
hsk5級,名牌,ming2 pai2,有名なブランド
hsk5級,名片,ming2 pian4,名刺
hsk5級,名胜古迹,ming2 sheng4 gu3 ji4,史跡
hsk5級,命令,ming4 ling4,コマンド
hsk5級,命运,ming4 yun4,運命
hsk5級,摸,mo1,触れ
hsk5級,模仿,mo2 fang3,真似
hsk5級,模糊,mo2 hu5,ぼかし
hsk5級,摩托车,mo2 tuo1 che1,オートバイ
hsk5級,陌生,mo4 sheng1,奇妙
hsk5級,某,mou3,一部
hsk5級,目标,mu4 biao1,目標
hsk5級,目录,mu4 lu4,ディレクトリ
hsk5級,目前,mu4 qian2,現在、
hsk5級,木头,mu4 tou5,木材
hsk5級,哪怕,na3 pa4,さえ
hsk5級,难怪,nan2 guai4,不思議ではありません
hsk5級,难看,nan2 kan4,醜い
hsk5級,脑袋,nao3 dai4,ヘッド
hsk5級,内科,nei4 ke1,内科
hsk5級,嫩,nen4,柔らかい
hsk5級,能干,neng2 gan4,主務
hsk5級,能源,neng2 yuan2,エネルギー
hsk5級,年代,nian2 dai4,一昔
hsk5級,年纪,nian2 ji4,若い
hsk5級,念,nian4,考え
hsk5級,宁可,ning4 ke3,かなり
hsk5級,牛仔裤,niu2 zai3 ku4,ジーンズ
hsk5級,浓,nong2,濃縮
hsk5級,农民,nong2 min2,農家
hsk5級,农业,nong2 ye4,農業
hsk5級,女士,nv3 shi4,さん
hsk5級,偶然,ou3 ran2,不慮
hsk5級,拍,pai1,ビート
hsk5級,排队,pai2 dui4,並び
hsk5級,排球,pai2 qiu2,バレーボール
hsk5級,派,pai4,パイ
hsk5級,盼望,pan4 wang4,を楽しみにして
hsk5級,赔偿,pei2 chang2,賠償
hsk5級,培养,pei2 yang3,列車
hsk5級,佩服,pei4 fu2,憧れ
hsk5級,配合,pei4 he2,座標
hsk5級,盆,pen2,流域
hsk5級,碰见,peng4 jian4,会い
hsk5級,披,pi1,上に置き
hsk5級,批,pi1,バッチ
hsk5級,批准,pi1 zhun3,認め
hsk5級,皮鞋,pi2 xie2,革の靴
hsk5級,疲劳,pi2 lao2,疲労
hsk5級,匹,pi3,試合
hsk5級,片,pian4,シート
hsk5級,片面,pian4 mian4,一方的
hsk5級,飘,piao1,フロート
hsk5級,频道,pin2 dao4,チャンネル
hsk5級,品种,pin3 zhong3,繁殖
hsk5級,凭,ping2,基づき
hsk5級,平,ping2,フラット
hsk5級,平常,ping2 chang2,通常
hsk5級,平等,ping2 deng3,平等
hsk5級,平方,ping2 fang1,広場
hsk5級,平衡,ping2 heng2,バランス
hsk5級,平静,ping2 jing4,穏やか
hsk5級,平均,ping2 jun1,平均
hsk5級,评价,ping2 jia4,評価し
hsk5級,破产,po4 chan3,バスト
hsk5級,破坏,po4 huai4,ダメージ
hsk5級,迫切,po4 qie4,緊急
hsk5級,朴素,pu3 su4,シンプル
hsk5級,期待,qi1 dai4,を楽しみにして
hsk5級,期间,qi1 jian1,期間
hsk5級,其余,qi2 yu2,他人
hsk5級,奇迹,qi2 ji4,奇跡
hsk5級,启发,qi3 fa1,インスパイア
hsk5級,企图,qi3 tu2,試み
hsk5級,企业,qi3 ye4,ビジネス
hsk5級,气氛,qi4 fen1,雰囲気
hsk5級,汽油,qi4 you2,ガソリン
hsk5級,牵,qian1,引き
hsk5級,谦虚,qian1 xu1,モデスト
hsk5級,签字,qian1 zi4,署名
hsk5級,前途,qian2 tu2,未来
hsk5級,浅,qian3,浅い
hsk5級,欠,qian4,負い
hsk5級,枪,qiang1,銃
hsk5級,强调,qiang2 diao4,強調する
hsk5級,强烈,qiang2 lie4,強い
hsk5級,抢,qiang3,掴み
hsk5級,悄悄,qiao1 qiao1,静かに
hsk5級,瞧,qiao2,見
hsk5級,巧妙,qiao3 miao4,賢い
hsk5級,切,qie1,カット
hsk5級,亲爱,qin1 ai4,懐かしい
hsk5級,亲切,qin1 qie4,種類
hsk5級,亲自,qin1 zi4,自ら
hsk5級,侵略,qin1 lve4,侵略
hsk5級,勤奋,qin2 fen4,勤勉
hsk5級,勤劳,qin2 lao2,勤勉
hsk5級,青,qing1,グリーン
hsk5級,青少年,qing1 shao4 nian2,ティーンエイジャー
hsk5級,轻视,qing1 shi4,侮辱
hsk5級,青春,qing1 chun1,若者
hsk5級,清淡,qing1 dan4,ライト
hsk5級,情景,qing2 jing3,シーン
hsk5級,情绪,qing2 xu4,気分
hsk5級,请求,qing3 qiu2,リクエスト
hsk5級,庆祝,qing4 zhu4,祝い
hsk5級,球迷,qiu2 mi2,ファン
hsk5級,趋势,qu1 shi4,トレンド
hsk5級,娶,qu3,既婚
hsk5級,取消,qu3 xiao1,キャンセル
hsk5級,去世,qu4 shi4,死に
hsk5級,圈,quan1,円
hsk5級,全面,quan2 mian4,包括的
hsk5級,权力,quan2 li4,パワー
hsk5級,权利,quan2 li4,右
hsk5級,劝,quan4,アドバイス
hsk5級,缺乏,que1 fa2,不足
hsk5級,确定,que4 ding4,定め
hsk5級,确认,que4 ren4,確かめ
hsk5級,燃烧,ran2 shao1,燃焼
hsk5級,嚷,rang3,叫び
hsk5級,绕,rao4,周りに
hsk5級,热爱,re4 ai4,切愛
hsk5級,热烈,re4 lie4,暖かい
hsk5級,热心,re4 xin1,熱心な
hsk5級,人才,ren2 cai2,才人
hsk5級,人口,ren2 kou3,人口
hsk5級,人类,ren2 lei4,人類
hsk5級,人生,ren2 sheng1,生活
hsk5級,人事,ren2 shi4,人員
hsk5級,人物,ren2 wu4,フィギュア
hsk5級,人员,ren2 yuan2,人員
hsk5級,忍不住,ren3 bu5 zhu4,支援することはできません
hsk5級,日常,ri4 chang2,日々
hsk5級,日程,ri4 cheng2,スケジュール
hsk5級,日历,ri4 li4,カレンダー
hsk5級,日期,ri4 qi1,日付
hsk5級,日用品,ri4 yong4 pin3,商品
hsk5級,融化,rong2 hua4,溶融
hsk5級,荣幸,rong2 xing4,表彰
hsk5級,荣誉,rong2 yu4,名誉
hsk5級,如何,ru2 he2,どのように
hsk5級,如今,ru2 jin1,今
hsk5級,软件,ruan3 jian4,ソフトウェア
hsk5級,弱,ruo4,弱い
hsk5級,洒,sa3,撒き
hsk5級,嗓子,sang3 zi5,声
hsk5級,杀,sha1,殺し
hsk5級,沙漠,sha1 mo4,砂漠
hsk5級,沙滩,sha1 tan1,砂浜
hsk5級,傻,sha3,愚か
hsk5級,晒,shai4,太陽
hsk5級,删除,shan1 chu2,削除
hsk5級,闪电,shan3 dian4,稲妻
hsk5級,善良,shan4 liang2,心優しい
hsk5級,善于,shan4 yu2,でグッド
hsk5級,扇子,shan1 zi5,ファン
hsk5級,商品,shang1 pin3,商品
hsk5級,商业,shang1 ye4,ビジネス
hsk5級,上当,shang4 dang4,だまさ
hsk5級,勺子,shao2 zi5,スプーン
hsk5級,蛇,she2,蛇
